DEPTH,PERM,PHIE,PHIT,SWE_WAXMAN,SWTF_WAXMAN,well_name
2729.5,0.0113,0.059555,0.204676,1,1,well 4
2730,0.0102,0.05628,0.206013,1,1,well 4
2730.5,0.7616,0.165243,0.275416,1,1,well 4
2731,493.5176,0.302339,0.326314,1,1,well 4
2731.5,11388.7822,0.340016,0.343712,1,1,well 4
2732,11895.4824,0.343515,0.347328,1,1,well 4
2732.5,13295.2891,0.335964,0.338425,1,1,well 4
2733,6193.7681,0.332521,0.339029,1,1,well 4
2733.5,13107.3369,0.330274,0.332269,1,1,well 4
2734,3054.5535,0.312392,0.320942,0.8923,0.8952,well 4
2734.5,818.9665,0.292266,0.307956,1,1,well 4
2735,330.5917,0.28687,0.311243,1,1,well 4
2735.5,2534.4546,0.310564,0.320178,1,1,well 4
2736,4040.9377,0.30692,0.312886,1,1,well 4
2736.5,1719.6732,0.29607,0.306239,1,1,well 4
2737,2274.1885,0.311113,0.321629,1,1,well 4
2737.5,4266.0898,0.329933,0.338635,1,1,well 4
2738,12020.1514,0.339089,0.342387,1,1,well 4
2738.5,8257.7607,0.331247,0.335832,1,1,well 4
2739,7020.7891,0.327446,0.332555,1,1,well 4
2739.5,9073.668,0.336029,0.340592,1,1,well 4
2740,16984.1523,0.345589,0.347684,1,1,well 4
2740.5,12671.8604,0.336996,0.339802,1,1,well 4
2741,4726.7974,0.307427,0.312512,1,1,well 4
2741.5,709.3781,0.271073,0.283619,1,1,well 4
2742,85.436,0.235583,0.259967,1,1,well 4
2742.5,10.7023,0.198648,0.237372,1,1,well 4
2743,0.03,0.086257,0.197049,1,1,well 4
2743.5,0.0169,0.072697,0.195545,1,1,well 4
2744,0.0224,0.075451,0.210847,1,1,well 4
2744.5,0.0253,0.072019,0.229937,1,1,well 4
2745,0.013,0.052928,0.228512,1,1,well 4
2745.5,0.0014,0.01685,0.187427,1,1,well 4
2746,0.0003,0.006874,0.155795,1,1,well 4
2746.5,0.0002,0.005537,0.142074,1,1,well 4
2747,0.0027,0.026295,0.197294,1,1,well 4
2747.5,0.008,0.048683,0.208856,1,1,well 4
2748,0.0015,0.024317,0.175291,1,1,well 4
2748.5,0.0002,0.008519,0.141714,1,1,well 4
2749,0.0003,0.009438,0.147396,1,1,well 4
2749.5,0.0057,0.042425,0.203335,1,1,well 4
2750,0.0394,0.087729,0.220856,1,1,well 4
2750.5,0.2025,0.130942,0.228027,1,1,well 4
2751,0.0351,0.082234,0.228231,1,1,well 4
2751.5,0.0232,0.07092,0.226444,1,1,well 4
2752,0.0166,0.060437,0.228157,1,1,well 4
2752.5,0.0295,0.077539,0.227319,1,1,well 4
2753,0.0464,0.090036,0.229049,1,1,well 4
2753.5,0.1068,0.114235,0.224168,1,1,well 4
2754,0.0479,0.092614,0.222966,1,1,well 4
2754.5,0.0484,0.093228,0.221717,1,1,well 4
2755,0.0281,0.077418,0.223765,1,1,well 4
2755.5,0.0799,0.107169,0.219785,1,1,well 4
2756,0.0191,0.069954,0.214734,1,1,well 4
2756.5,0.0175,0.066137,0.21844,1,1,well 4
2757,0.0222,0.073672,0.215681,1,1,well 4
2757.5,0.1742,0.126822,0.229491,1,1,well 4
2758,0.0612,0.09711,0.232211,1,1,well 4
2758.5,0.0279,0.073189,0.234577,1,1,well 4
2759,0.0139,0.054986,0.228419,1,1,well 4
2759.5,0.0101,0.047747,0.224046,1,1,well 4
2760,0.0099,0.042586,0.232448,1,1,well 4
2760.5,0.0128,0.046776,0.239223,1,1,well 4
2761,0.024,0.066932,0.238343,1,1,well 4
2761.5,0.0198,0.068309,0.221883,1,1,well 4
2762,0.0158,0.064608,0.215028,1,1,well 4
2762.5,0.0314,0.081501,0.221196,1,1,well 4
2763,0.0401,0.079729,0.245994,1,1,well 4
2763.5,0.0451,0.080547,0.252976,1,1,well 4
2764,0.0292,0.063499,0.258311,1,1,well 4
2764.5,0.0345,0.072121,0.252184,1,1,well 4
2765,0.0391,0.075275,0.254388,1,1,well 4
2765.5,0.029,0.068107,0.248822,1,1,well 4
2766,0.025,0.064853,0.245493,1,1,well 4
2766.5,0.03,0.06975,0.247618,1,1,well 4
2767,0.0305,0.072505,0.242771,1,1,well 4
2767.5,0.0441,0.082783,0.245863,1,1,well 4
2768,0.0154,0.052826,0.238965,1,1,well 4
2768.5,0.0177,0.057836,0.237613,1,1,well 4
2769,0.0156,0.051953,0.241326,1,1,well 4
2769.5,0.018,0.054638,0.244728,1,1,well 4
2770,0.0111,0.039909,0.243016,1,1,well 4
2770.5,0.0069,0.030739,0.232973,1,1,well 4
2771,0.0102,0.040843,0.237162,1,1,well 4
2771.5,0.0362,0.079412,0.238983,1,1,well 4
2772,0.1861,0.125452,0.252237,1,1,well 4
2772.5,0.036,0.078762,0.240155,1,1,well 4
2773,0.0135,0.049844,0.236773,1,1,well 4
2773.5,0.0053,0.031213,0.220208,1,1,well 4
2774,0.0087,0.044728,0.221871,1,1,well 4
2774.5,0.0042,0.032961,0.206207,1,1,well 4
2775,0.0036,0.032985,0.19923,1,1,well 4
2775.5,0.0097,0.050226,0.216934,1,1,well 4
2776,0.4821,0.152737,0.262871,0.8988,0.9412,well 4
2776.5,450.9332,0.286564,0.306846,0.918,0.9234,well 4
2777,2402.0825,0.312539,0.322763,0.9429,0.9448,well 4
2777.5,1784.2916,0.316265,0.329555,1,1,well 4
2778,1165.64,0.309704,0.325611,1,1,well 4
2778.5,2448.5537,0.323173,0.335001,1,1,well 4
2779,5879.5107,0.331278,0.33789,1,1,well 4
2779.5,4674.0806,0.331499,0.339683,1,1,well 4
2780,7750.019,0.339963,0.345875,1,1,well 4
2780.5,9024.8525,0.350412,0.356594,1,1,well 4
2781,19198.0469,0.358336,0.360937,1,1,well 4
2781.5,14764.832,0.350882,0.354189,1,1,well 4
2782,8942.1807,0.32599,0.329519,1,1,well 4
2782.5,1644.0828,0.303369,0.314999,1,1,well 4
2783,1019.9343,0.30082,0.316094,1,1,well 4
2783.5,1991.41,0.321022,0.334212,1,1,well 4
2784,11196.7764,0.340012,0.343753,1,1,well 4
2784.5,12018.0557,0.339124,0.342387,1,1,well 4
2785,4200.0137,0.31804,0.325119,1,1,well 4
2785.5,496.0155,0.289211,0.30909,1,1,well 4
2786,624.5601,0.28376,0.29993,1,1,well 4
2786.5,457.1523,0.27191,0.288319,1,1,well 4
2787,207.5198,0.25616,0.276521,1,1,well 4
2787.5,53.6929,0.235538,0.265952,1,1,well 4
2788,44.8798,0.237235,0.271333,1,1,well 4
2788.5,21.4088,0.227524,0.270388,1,1,well 4
2789,0.0637,0.09418,0.246574,1,1,well 4
2789.5,0.0062,0.041112,0.210421,1,1,well 4
2790,0.0033,0.028032,0.202974,1,1,well 4
2790.5,0.0029,0.026296,0.200754,1,1,well 4
2791,0.0035,0.024002,0.212507,1,1,well 4
2791.5,0.0049,0.035933,0.208374,1,1,well 4
2792,0.005,0.034684,0.211955,1,1,well 4
2792.5,0.0101,0.049697,0.220496,1,1,well 4
2793,0.0179,0.06067,0.232831,1,1,well 4
2793.5,0.0269,0.067463,0.245391,1,1,well 4
2794,0.0178,0.058829,0.236382,1,1,well 4
2794.5,0.0108,0.042556,0.237094,1,1,well 4
2795,0.0085,0.034894,0.23742,1,1,well 4
2795.5,0.0115,0.036661,0.250081,1,1,well 4
2796,0.0144,0.039091,0.258097,1,1,well 4
2796.5,0.0225,0.055174,0.257503,1,1,well 4
2797,0.0298,0.062419,0.261872,1,1,well 4
2797.5,0.0291,0.065442,0.254788,1,1,well 4
2798,0.0087,0.038654,0.232632,1,1,well 4
2798.5,0.0036,0.0281,0.207608,1,1,well 4
2799,0.0051,0.03213,0.216725,1,1,well 4
2799.5,0.0162,0.053285,0.241278,1,1,well 4
2800,0.0275,0.063511,0.254864,1,1,well 4
2800.5,0.0318,0.068477,0.254669,1,1,well 4
2801,0.081,0.098736,0.255779,1,1,well 4
2801.5,0.1318,0.112759,0.261101,1,1,well 4
2802,0.0895,0.10163,0.256802,1,1,well 4
2802.5,0.0232,0.059558,0.251505,1,1,well 4
2803,0.0266,0.064807,0.250162,1,1,well 4
2803.5,0.0464,0.079189,0.25891,1,1,well 4
2804,0.0665,0.092257,0.256049,1,1,well 4
2804.5,0.0075,0.038879,0.224483,1,1,well 4
2805,0.0017,0.024967,0.181065,1,1,well 4
2805.5,0.0027,0.041742,0.164434,1,1,well 4
2806,2.5683,0.151427,0.18428,1,1,well 4
2806.5,9.3117,0.172604,0.198903,1,1,well 4
2807,0.6539,0.136026,0.182374,1,1,well 4
2807.5,0.0089,0.065173,0.168515,1,1,well 4
2808,0.0108,0.067482,0.176805,1,1,well 4
2808.5,0.0115,0.06052,0.204657,1,1,well 4
2809,0.0206,0.068256,0.225456,1,1,well 4
2809.5,0.02,0.06249,0.236224,1,1,well 4
2810,0.0429,0.084463,0.239911,1,1,well 4
2810.5,0.0359,0.078439,0.241385,1,1,well 4
2811,0.029,0.075128,0.233304,1,1,well 4
2811.5,0.0135,0.056808,0.223621,1,1,well 4
2812,0.013,0.059541,0.21532,1,1,well 4
2812.5,0.0055,0.046182,0.193763,1,1,well 4
2813,0.0023,0.037155,0.168414,1,1,well 4
2813.5,0.0004,0.016789,0.143124,1,1,well 4
2814,0.0009,0.026581,0.147959,1,1,well 4
2814.5,0.0038,0.048433,0.166266,1,1,well 4
2815,0.0445,0.09837,0.178042,1,1,well 4
2815.5,0.0582,0.103873,0.185018,1,1,well 4
2816,0.0223,0.084041,0.171846,1,1,well 4
2816.5,0.0069,0.062091,0.157834,1,1,well 4
2817,0.0014,0.038314,0.130851,1,1,well 4
2817.5,0.0031,0.051616,0.13054,1,1,well 4
2818,0.0947,0.100141,0.151228,1,1,well 4
2818.5,0.5232,0.132553,0.180358,1,1,well 4
2819,0.2192,0.123932,0.185982,1,1,well 4
2819.5,0.0293,0.089904,0.171375,1,1,well 4
2820,0.0075,0.065358,0.146452,1,1,well 4
2820.5,0.0029,0.049781,0.135723,1,1,well 4
2821,0.0034,0.051786,0.141707,1,1,well 4
2821.5,0.0103,0.071367,0.143376,1,1,well 4
2822,0.0762,0.09041,0.133658,1,1,well 4
2822.5,0.0116,0.056657,0.093108,1,1,well 4
2823,0.0002,0.014959,0.055749,1,1,well 4
2823.5,0.0026,0.041877,0.084547,1,1,well 4
2824,0.1364,0.096467,0.13485,1,1,well 4
2824.5,0.2854,0.125271,0.180409,1,1,well 4
2825,0.0792,0.11046,0.194293,1,1,well 4
2825.5,0.0922,0.113704,0.200111,1,1,well 4
2826,0.5185,0.142382,0.202865,1,1,well 4
2826.5,1.7369,0.158031,0.202753,1,1,well 4
2827,1.5064,0.154559,0.199353,1,1,well 4
2827.5,0.216,0.121954,0.181014,1,1,well 4
2828,0.3923,0.129496,0.180999,1,1,well 4
2828.5,0.4481,0.131532,0.181929,1,1,well 4
2829,0.0487,0.099535,0.190207,1,1,well 4
2829.5,0.0126,0.068834,0.186313,1,1,well 4
2830,0.0077,0.05672,0.188366,1,1,well 4
2830.5,0.0192,0.077463,0.191733,1,1,well 4
2831,0.0168,0.069471,0.207718,1,1,well 4
2831.5,0.021,0.07661,0.203712,1,1,well 4
2832,0.009,0.055744,0.201387,1,1,well 4
2832.5,0.0538,0.096174,0.224034,1,1,well 4
2833,4.1301,0.191341,0.245534,1,1,well 4
2833.5,51.0525,0.214866,0.237538,0.9411,0.9467,well 4
2834,8.3927,0.165921,0.190283,1,1,well 4
2834.5,0.0286,0.088314,0.15895,1,1,well 4
2835,0.0011,0.027069,0.156258,1,1,well 4
2835.5,0.0013,0.022987,0.174227,1,1,well 4
2836,0.0011,0.015713,0.180585,1,1,well 4
2836.5,0.0017,0.022236,0.185909,1,1,well 4
2837,0.0018,0.022491,0.188213,1,1,well 4
2837.5,0.0018,0.022948,0.185862,1,1,well 4
2838,0.0024,0.03194,0.182928,1,1,well 4
2838.5,0.0036,0.043632,0.177393,1,1,well 4
2839,0.0642,0.105902,0.184838,1,1,well 4
2839.5,0.0474,0.098994,0.174225,1,1,well 4
2840,0.0098,0.067294,0.169608,1,1,well 4
2840.5,0.0013,0.027966,0.16326,1,1,well 4
2841,0.0108,0.060384,0.201114,1,1,well 4
2841.5,0.0293,0.082326,0.214093,1,1,well 4
2842,0.0129,0.06389,0.204476,1,1,well 4
2842.5,0.001,0.01893,0.171015,1,1,well 4
2843,0.0005,0.014408,0.155103,1,1,well 4
2843.5,0.0025,0.038313,0.169492,1,1,well 4
2844,0.0171,0.078772,0.171108,1,1,well 4
2844.5,0.2157,0.122089,0.181019,1,1,well 4
2845,0.029,0.088601,0.183674,1,1,well 4
2845.5,0.0213,0.081723,0.183,1,1,well 4
2846,0.0135,0.073542,0.172711,1,1,well 4
2846.5,0.0274,0.088891,0.16903,1,1,well 4
2847,0.0024,0.046112,0.141082,1,1,well 4
2847.5,0.0005,0.025919,0.125129,1,1,well 4
2848,0.0002,0.016893,0.11552,1,1,well 4
2848.5,0.0007,0.027216,0.132272,1,1,well 4
2849,0.0024,0.044772,0.147354,1,1,well 4
2849.5,0.013,0.073061,0.170328,1,1,well 4
2850,0.004,0.048832,0.16865,1,1,well 4
2850.5,0.0029,0.039553,0.17534,1,1,well 4
2851,0.0062,0.055576,0.177733,1,1,well 4
2851.5,0.0141,0.074082,0.175093,1,1,well 4
2852,0.0052,0.056048,0.162072,1,1,well 4
2852.5,0.0015,0.03646,0.148202,1,1,well 4
2853,0.003,0.045807,0.159331,1,1,well 4
2853.5,0.0124,0.0732,0.163018,1,1,well 4
2854,0.0126,0.073439,0.164187,1,1,well 4
2854.5,0.0145,0.074686,0.175049,1,1,well 4
2855,0.8603,0.146092,0.195526,1,1,well 4
2855.5,10.504,0.171044,0.194866,1,1,well 4
2856,61.562,0.179583,0.190479,1,1,well 4
2856.5,1.6965,0.128512,0.153277,1,1,well 4
2857,0.001,0.035573,0.121335,1,1,well 4
2857.5,0,-0.000585,0.076696,1,1,well 4
2858,0.0001,0.007853,0.103838,1,1,well 4
2858.5,0.0016,0.038347,0.145601,1,1,well 4
2859,0.0711,0.105393,0.175878,1,1,well 4
2859.5,0.0098,0.066424,0.174519,1,1,well 4
2860,0.0063,0.056437,0.175287,1,1,well 4
2860.5,0.0046,0.049036,0.177005,1,1,well 4
2861,0.009,0.064466,0.174672,1,1,well 4
2861.5,0.0194,0.082036,0.167164,1,1,well 4
2862,0.1697,0.115968,0.172725,1,1,well 4
2862.5,0.403,0.127732,0.175846,1,1,well 4
2863,0.3499,0.129577,0.183762,1,1,well 4
2863.5,0.1787,0.121239,0.185205,1,1,well 4
2864,0.0174,0.076776,0.185778,1,1,well 4
2864.5,0.0092,0.061227,0.188082,1,1,well 4
2865,0.0038,0.038883,0.190701,1,1,well 4
2865.5,0.0105,0.061821,0.196313,1,1,well 4
2866,0.0114,0.066003,0.188918,1,1,well 4
2866.5,0.0688,0.106606,0.182149,1,1,well 4
2867,0.0078,0.064237,0.162555,1,1,well 4
2867.5,0.0042,0.053418,0.156241,1,1,well 4
2868,0.002,0.042013,0.147652,1,1,well 4
2868.5,0.0024,0.03927,0.165904,1,1,well 4
2869,0.0042,0.044671,0.183269,1,1,well 4
2869.5,0.0047,0.044537,0.19034,1,1,well 4
2870,0.0024,0.036401,0.17323,1,1,well 4
2870.5,0.0014,0.033665,0.153284,1,1,well 4
2871,0.0007,0.027883,0.131027,1,1,well 4
2871.5,0.0856,0.10058,0.15401,1,1,well 4
2872,0.4578,0.127897,0.173036,1,1,well 4
2872.5,1.8162,0.151887,0.190129,1,1,well 4
2873,0.747,0.141027,0.18833,1,1,well 4
2873.5,1.2482,0.145574,0.185953,1,1,well 4
2874,2.722,0.152308,0.184147,1,1,well 4
2874.5,0.5133,0.133988,0.182921,1,1,well 4
2875,0.6743,0.138718,0.186049,1,1,well 4
2875.5,0.763,0.1425,0.190789,1,1,well 4
2876,1.3425,0.141224,0.176915,1,1,well 4
2876.5,0.0255,0.087646,0.169159,1,1,well 4
2877,0.0051,0.054968,0.165768,1,1,well 4
2877.5,0.0031,0.044186,0.167884,1,1,well 4
2878,0.0045,0.052853,0.163542,1,1,well 4
2878.5,0.0025,0.043207,0.157185,1,1,well 4
2879,0.0017,0.033336,0.164036,1,1,well 4
2879.5,0.0016,0.029015,0.171449,1,1,well 4
2880,0.0014,0.030293,0.161933,1,1,well 4
2880.5,0.0033,0.048076,0.15915,1,1,well 4
2881,0.0401,0.09562,0.168292,1,1,well 4
2881.5,0.1155,0.112359,0.17607,1,1,well 4
2882,0.0601,0.100534,0.16621,1,1,well 4
2882.5,0.006,0.060889,0.153125,1,1,well 4
2883,0.0028,0.047454,0.149546,1,1,well 4
2883.5,0.0077,0.063721,0.163858,1,1,well 4
2884,0.0298,0.090741,0.172617,1,1,well 4
2884.5,0.5273,0.136105,0.186593,1,1,well 4
2885,0.603,0.141069,0.193805,1,1,well 4
2885.5,0.1505,0.120303,0.189273,1,1,well 4
2886,0.0059,0.056187,0.172934,1,1,well 4
2886.5,0.0026,0.04065,0.168176,1,1,well 4
2887,0.0031,0.042826,0.170376,1,1,well 4
2887.5,0.0096,0.065852,0.175756,1,1,well 4
2888,0.0045,0.051191,0.169712,1,1,well 4
2888.5,0.0033,0.043987,0.171503,1,1,well 4
2889,0.0028,0.036615,0.180282,1,1,well 4
2889.5,0.0028,0.035467,0.183909,1,1,well 4
2890,0.005,0.04062,0.201155,1,1,well 4
2890.5,0.0032,0.03413,0.192208,1,1,well 4
2891,0.0015,0.024545,0.177659,1,1,well 4
2891.5,0.0007,0.019844,0.158155,1,1,well 4
2892,0.0007,0.020771,0.155727,1,1,well 4
2892.5,0.0027,0.037284,0.176739,1,1,well 4
2893,0.005,0.043848,0.195087,1,1,well 4
2893.5,0.0046,0.038346,0.201287,1,1,well 4
2894,0.0022,0.025048,0.191578,1,1,well 4
2894.5,0.003,0.035199,0.186271,1,1,well 4
2895,0.0098,0.060274,0.196426,1,1,well 4
2895.5,0.0245,0.082008,0.199814,1,1,well 4
2896,0.0054,0.04416,0.198613,1,1,well 4
2896.5,0.0018,0.027426,0.179789,1,1,well 4
2897,0.0016,0.024035,0.181159,1,1,well 4
2897.5,0.0015,0.022663,0.178928,1,1,well 4
2898,0.0018,0.021323,0.189491,1,1,well 4
2898.5,0.0008,0.02036,0.161592,1,1,well 4
2899,0.0003,0.020393,0.124785,1,1,well 4
2899.5,0.0007,0.03222,0.111836,1,1,well 4
2900,0.0058,0.061552,0.144448,1,1,well 4
2900.5,0.0078,0.062592,0.17121,1,1,well 4
2901,0.0151,0.070507,0.198159,1,1,well 4
2901.5,0.104,0.11458,0.22546,1,1,well 4
2902,0.0717,0.099481,0.244029,1,1,well 4
2902.5,0.0127,0.052964,0.228559,1,1,well 4
2903,0.0068,0.036358,0.224624,1,1,well 4
2903.5,0.0117,0.049886,0.229834,1,1,well 4
2904,0.0502,0.090399,0.238531,1,1,well 4
2904.5,0.0389,0.090569,0.213662,1,1,well 4
2905,0.0253,0.085186,0.188855,1,1,well 4
2905.5,0.0116,0.070696,0.172984,1,1,well 4
2906,0.0309,0.090884,0.181126,1,1,well 4
2906.5,0.017,0.077826,0.179683,1,1,well 4
2907,0.0295,0.089378,0.184906,1,1,well 4
2907.5,0.116,0.115037,0.183625,1,1,well 4
2908,0.3924,0.133438,0.188524,1,1,well 4
2908.5,0.0341,0.092536,0.18592,1,1,well 4
2909,0.0146,0.074043,0.1812,1,1,well 4
2909.5,0.0072,0.06041,0.17379,1,1,well 4
2910,0.0479,0.099983,0.188992,1,1,well 4
2910.5,0.6275,0.146129,0.203746,1,1,well 4
2911,12.7956,0.198295,0.231966,1,1,well 4
2911.5,119.7835,0.23292,0.251752,1,1,well 4
2912,319.845,0.240954,0.253182,1,1,well 4
2912.5,63.642,0.20896,0.227031,1,1,well 4
2913,0.044,0.098523,0.18424,1,1,well 4
2913.5,0.0009,0.027249,0.14918,1,1,well 4
2914,0.0005,0.021072,0.142708,1,1,well 4
2914.5,0.0021,0.040826,0.155034,1,1,well 4
2915,0.006,0.058655,0.16549,1,1,well 4
2915.5,0.0408,0.097403,0.177008,1,1,well 4
2916,0.0094,0.065074,0.178236,1,1,well 4
2916.5,0.0048,0.0505,0.176931,1,1,well 4
2917,0.0022,0.037078,0.167268,1,1,well 4
2917.5,0.0108,0.068958,0.174367,1,1,well 4
2918,0.0695,0.108289,0.193267,1,1,well 4
2918.5,3.0851,0.170903,0.212745,1,1,well 4
2919,10.8133,0.192005,0.224885,0.9103,0.9234,well 4
2919.5,39.8416,0.209917,0.233135,0.8933,0.9039,well 4
2920,47.733,0.213913,0.236484,0.9067,0.9156,well 4
2920.5,74.6782,0.215683,0.234151,1,1,well 4
2921,17.7582,0.192602,0.218757,1,1,well 4
2921.5,0.4413,0.138602,0.196971,1,1,well 4
2922,0.0069,0.053441,0.192148,1,1,well 4
2922.5,0.0054,0.042321,0.202207,1,1,well 4
2923,0.0255,0.075293,0.225153,1,1,well 4
2923.5,0.6764,0.158103,0.233183,1,1,well 4
2924,20.5123,0.203266,0.232176,1,1,well 4
2924.5,5.2992,0.184427,0.22526,1,1,well 4
2925,2.3125,0.169164,0.215862,1,1,well 4
2925.5,0.0769,0.109564,0.206522,1,1,well 4
2926,0.0595,0.103925,0.200828,1,1,well 4
2926.5,0.0233,0.079298,0.20598,1,1,well 4
2927,0.0231,0.07834,0.208409,1,1,well 4
2927.5,0.0422,0.091096,0.220767,1,1,well 4
2928,2.7316,0.185705,0.245188,1,1,well 4
2928.5,156.7828,0.251038,0.272225,1,1,well 4
2929,30.4484,0.232444,0.269653,1,1,well 4
2929.5,0.0375,0.087774,0.220946,1,1,well 4
2930,0.0013,0.026861,0.168093,1,1,well 4
2930.5,0.0009,0.02377,0.158966,1,1,well 4
2931,0.0034,0.035128,0.193298,1,1,well 4
2931.5,0.0046,0.040898,0.197621,1,1,well 4
2932,0.0039,0.033762,0.202692,1,1,well 4
2932.5,0.0039,0.038418,0.194295,1,1,well 4
2933,0.0036,0.034838,0.196843,1,1,well 4
2933.5,0.0095,0.058656,0.198906,1,1,well 4
2934,0.1918,0.131436,0.223299,1,1,well 4
2934.5,5.2349,0.183628,0.224015,1,1,well 4
2935,1.3483,0.157982,0.207087,1,1,well 4
2935.5,0.0124,0.071716,0.176579,1,1,well 4
2936,0.0043,0.045738,0.18323,1,1,well 4
2936.5,0.0071,0.045639,0.210228,1,1,well 4
2937,0.0382,0.083549,0.235307,1,1,well 4
2937.5,0.0822,0.106225,0.235428,1,1,well 4
2938,3.4184,0.182275,0.231156,1,1,well 4
2938.5,3.7548,0.185986,0.235895,1,1,well 4
2939,12.0484,0.203417,0.240808,1,1,well 4
2939.5,1.1712,0.170193,0.240714,1,1,well 4
2940,0.091,0.109511,0.234049,1,1,well 4
2940.5,0.0068,0.047717,0.204245,1,1,well 4
2941,0.0037,0.038734,0.190741,1,1,well 4
2941.5,0.002,0.029358,0.180809,1,1,well 4
2942,0.0056,0.048421,0.191331,1,1,well 4
2942.5,0.0493,0.091368,0.234939,1,1,well 4
2943,9.5839,0.21426,0.264706,1,1,well 4
2943.5,52.8478,0.250405,0.286918,1,1,well 4
2944,40.4735,0.241956,0.278933,1,1,well 4
2944.5,83.1506,0.248081,0.276115,1,1,well 4
2945,7.1658,0.206503,0.257948,1,1,well 4
2945.5,0.7133,0.154094,0.218334,1,1,well 4
2946,0.0086,0.056603,0.197888,1,1,well 4
2946.5,0.0029,0.031501,0.192389,1,1,well 4
2947,0.0055,0.037789,0.211836,1,1,well 4
2947.5,0.005,0.040356,0.202327,1,1,well 4
2948,0.0092,0.057921,0.198957,1,1,well 4
2948.5,0.0105,0.058511,0.205984,1,1,well 4
2949,0.0122,0.062088,0.206988,1,1,well 4
2949.5,0.0243,0.078818,0.211978,1,1,well 4
2950,0.0059,0.04613,0.199659,1,1,well 4
2950.5,0.0055,0.043082,0.202174,1,1,well 4
2951,0.0171,0.065165,0.22212,1,1,well 4
2951.5,6.5936,0.201603,0.250755,1,1,well 4
2952,121.2152,0.245588,0.267869,1,1,well 4
2952.5,255.9776,0.251221,0.267412,1,1,well 4
2953,88.0931,0.227381,0.2475,1,1,well 4
2953.5,39.2803,0.196862,0.215654,1,1,well 4
2954,6.2344,0.156738,0.179625,1,1,well 4
2954.5,5.8545,0.151879,0.173373,1,1,well 4
2955,0.2284,0.115023,0.160657,1,1,well 4
2955.5,0.0037,0.053622,0.145311,1,1,well 4
2956,0.0004,0.021689,0.127083,1,1,well 4
2956.5,0.0006,0.026159,0.134987,1,1,well 4
2957,0.004,0.04919,0.169919,1,1,well 4
2957.5,0.0164,0.075285,0.189573,1,1,well 4
2958,0.0149,0.072345,0.192158,1,1,well 4
2958.5,0.0137,0.071965,0.186182,1,1,well 4
2959,0.0031,0.046927,0.160546,1,1,well 4
2959.5,0.0034,0.044642,0.172652,1,1,well 4
2960,0.0033,0.041138,0.179997,1,1,well 4
2960.5,0.0087,0.05339,0.206277,1,1,well 4
2961,0.0024,0.029478,0.187803,1,1,well 4
2961.5,0.0046,0.041054,0.197623,1,1,well 4
2962,0.0032,0.032658,0.195787,1,1,well 4
2962.5,0.0131,0.06324,0.209283,1,1,well 4
2963,0.0044,0.039612,0.197708,1,1,well 4
2963.5,0.0041,0.039699,0.194229,1,1,well 4
2964,0.0016,0.025974,0.177583,1,1,well 4
2964.5,0.0007,0.016213,0.160835,1,1,well 4
2965,0.0009,0.019511,0.166355,1,1,well 4
2965.5,0.001,0.019607,0.169869,1,1,well 4
2966,0.0026,0.037806,0.17553,1,1,well 4
2966.5,0.0015,0.031578,0.164233,1,1,well 4
2967,0.0032,0.041059,0.178859,1,1,well 4
2967.5,0.0038,0.038709,0.191953,1,1,well 4
2968,0.0038,0.041389,0.187037,1,1,well 4
2968.5,0.006,0.05661,0.174124,1,1,well 4
2969,0.0075,0.06179,0.173727,1,1,well 4
2969.5,0.0217,0.08365,0.180536,1,1,well 4
2970,0.0229,0.082857,0.191464,1,1,well 4
2970.5,0.0264,0.086518,0.189982,1,1,well 4
2971,0.0238,0.083609,0.192582,1,1,well 4
2971.5,0.0167,0.075523,0.190731,1,1,well 4
2972,0.0387,0.094908,0.194227,1,1,well 4
2972.5,0.17,0.127378,0.205164,1,1,well 4
2973,3.2559,0.173258,0.21512,1,1,well 4
2973.5,2.2979,0.173901,0.224584,1,1,well 4
2974,6.9318,0.192662,0.233321,1,1,well 4
2974.5,21.0487,0.217081,0.252011,1,1,well 4
2975,139.62,0.251405,0.273757,1,1,well 4
2975.5,396.906,0.27373,0.291115,1,1,well 4
2976,307.2011,0.27789,0.299079,1,1,well 4
2976.5,547.411,0.288635,0.306417,1,1,well 4
2977,208.4596,0.284863,0.313441,1,1,well 4
2977.5,241.2513,0.281683,0.307038,1,1,well 4
2978,28.1362,0.236536,0.277249,1,1,well 4
2978.5,4.0957,0.188035,0.23698,1,1,well 4
2979,0.1268,0.122272,0.208166,1,1,well 4
2979.5,1.4816,0.172866,0.236544,1,1,well 4
2980,159.0842,0.273511,0.301782,0.7782,0.799,well 4
2980.5,4122.5313,0.348441,0.359572,0.6642,0.6746,well 4
2981,9795.8945,0.364156,0.371099,0.6486,0.6552,well 4
2981.5,3096.6208,0.333263,0.344276,0.69,0.6999,well 4
2982,14.2459,0.239864,0.302975,0.7952,0.8379,well 4
2982.5,0.2293,0.128936,0.273436,1,1,well 4
2983,0.0199,0.055718,0.250569,1,1,well 4
2983.5,0.0142,0.050308,0.240318,1,1,well 4
2984,0.0075,0.036539,0.229322,1,1,well 4
2984.5,0.0069,0.039092,0.221068,1,1,well 4
2985,0.0192,0.067835,0.224344,1,1,well 4
2985.5,0.0327,0.080885,0.230753,1,1,well 4
2986,0.0603,0.097361,0.235882,1,1,well 4
